lights,Press_mm_hg,Windspeed,Visibility,Tdewpoint,T-in,RH-in,rv,RH-out,Appliances
0,762.1833333,17.3999999988,21.83333333,-2.2,17.140069445,39.725347222500005,11.99395849,81.61333333,40
0,762.1,18.0,22.0,-2.1,17.1459722225,39.69763888875001,27.7702066,81.183333335,40
0,762.0,18.6000000012,22.33333333,-2.0,17.1134375,39.686770833749996,42.47032976,80.73333333,40
0,761.9,19.1999999988,22.66666667,-1.9,17.110277778750003,39.672291666250004,17.48237903,81.05,30
0,761.8,19.8,23.0,-1.8,17.112708333750003,39.67541666625,48.78692976,80.633333335,30
0,761.7,20.400000001200002,23.33333333,-1.7,17.1325,39.68416666625,43.47027651,80.011666665,20
0,761.6,20.9999999988,23.66666667,-1.6,17.1325,39.68,37.70620255,80.098333335,30
0,761.5,21.6,24.0,-1.5,17.125000000000004,39.661458333750005,11.183671,80.315,40
0,761.4,21.6,23.83333333,-1.5,17.1203472225,39.660624999999996,38.49082327,79.995,50
0,761.3,21.6,23.66666667,-1.5,17.128125,39.6775,43.73567922,79.515,40
0,761.2,21.6,23.5,-1.5,17.1128472225,39.676875,2.189655404,79.683333335,40
0,761.1,21.6,23.33333333,-1.5,17.110555555,39.671875,9.988035355,78.96666666499999,50
0,761.0,21.6,23.16666667,-1.5,17.10375,39.66374999999999,42.68711791,78.43,50
0,760.9,21.6,23.0,-1.5,17.08458333375,39.655,32.61270642,78.546666665,40
0,760.85,21.6,22.66666667,-1.28,17.0825,39.65625000000001,43.46660096,78.5,30
0,760.8,21.6,22.33333333,-1.07,17.0797222225,39.6752777775,40.68182937,79.98,20
0,760.75,21.6,22.0,-0.85,17.073472222499998,39.66618055625,18.0723819,80.46666666499999,20
0,760.7,21.6,21.66666667,-0.633,17.057361111250003,39.657222221249995,4.544792301,81.78,20
0,760.65,21.6,21.33333333,-0.417,17.02451388875,39.657013888749994,28.73276452,82.43,40
0,760.6,21.6,21.0,-0.2,17.029097222500003,39.70312499999999,32.73652068,84.28333333500001,50
0,760.6,20.9999999988,27.66666667,0.0333,17.01486111125,39.723611111249994,41.11023882,85.36500000000001,50
0,760.6,20.400000001200002,34.33333333,0.267,17.001875000000002,39.765451388749995,22.77877575,86.831666665,40
0,760.6,19.8,41.0,0.5,16.99375,39.80375,49.21644492,88.4725,40
0,760.6,19.1999999988,47.66666667,0.733,16.97854166625,39.84958333375,37.51991891,89.896666665,40
0,760.6,18.6000000012,54.33333333,0.967,16.95875,39.885,6.677784352,91.16666666500001,40
0,760.6,18.0,61.0,1.2,16.95875,39.942222221250006,10.75867563,92.465,40
0,760.55,18.6000000012,59.16666667,1.33,16.93166666625,40.00375,42.41897688,93.14500000000001,20
0,760.5,19.1999999988,57.33333333,1.47,16.93833333375,40.045208333750004,23.26705927,93.78166666999999,30
0,760.45,19.8,55.5,1.6,16.91625,40.06909722,45.78838951,94.328333335,20
0,760.4,20.400000001200002,53.66666667,1.73,16.8884722225,40.11611111249999,45.82788692,94.85,40
0,760.35,20.9999999988,51.83333333,1.87,16.88291666625,40.17937499999999,40.99272919,95.363333335,40
0,760.3,21.6,50.0,2.0,16.879444445,40.226527777499996,28.34505788,95.863333335,40
0,760.3,21.6,48.66666667,2.1,16.8725,40.2813392875,30.77385806,96.183333335,40
0,760.3,21.6,47.33333333,2.2,16.85763888875,40.33638888875,39.7400145,96.46666666499999,40
0,760.3,21.6,46.0,2.3,16.82708333375,40.38583333375,21.98482743,96.78,40
0,760.3,21.6,44.66666667,2.4,16.8127777775,40.43006944375,20.62936266,97.095,50
0,760.3,21.6,43.33333333,2.5,16.81,40.47888888875,28.27426426,97.345,50
0,760.3,21.6,42.0,2.6,16.81,40.53125,7.582391601,97.65,20
0,760.35,21.6,45.16666667,2.65,16.81,40.56433333375,40.37304227,97.566666665,20
0,760.4,21.6,48.33333333,2.7,16.80166666625,40.608055555,24.78206832,97.558333335,20
0,760.45,21.6,51.5,2.75,16.7778472225,40.64319444375,7.025459153,97.53,30
0,760.5,21.6,54.66666667,2.8,16.770208333750002,40.681319445,5.514463957,97.44666666500001,40
0,760.55,21.6,57.83333333,2.85,16.7572222225,40.74659722250001,5.53955317,97.37833333500001,40
0,760.6,21.6,61.0,2.9,16.73979166625,40.775069445,0.235713972,97.295,50
0,760.6833333,22.200000001200003,56.83333333,2.95,16.73173611125,40.8279166675,11.92021776,97.461666665,40
0,760.7666667,22.7999999988,52.66666667,3.0,16.73236111125,40.8809722225,43.94114396,97.62833333500001,50
0,760.85,23.400000000000002,48.5,3.05,16.721944445,40.906875,3.860932868,97.795,40
0,760.9333333,24.0000000012,44.33333333,3.1,16.696944445,40.94020833375,6.926928007,97.961666665,30
0,761.0166667,24.599999998799998,40.16666667,3.15,16.6825,40.99076388875,2.376228746,98.08333333499999,20
0,761.1,25.2,36.0,3.2,16.6658333325,40.98916666625,1.69594367,98.25,20
0,761.2,24.599999998799998,40.16666667,3.2,16.66166666625,41.03416666625,45.80445092,98.25,20
0,761.3,24.0000000012,44.33333333,3.2,16.66166666625,41.07166666625,42.0100197,98.25,50
0,761.4,23.400000000000002,48.5,3.2,16.64645833375,41.099999999999994,8.943570824,98.233333335,50
0,761.5,22.7999999988,52.66666667,3.2,16.639375,41.12423611125,24.76339726,98.2,40
0,761.6,22.200000001200003,56.83333333,3.2,16.626666666250003,41.13041666625,15.34792635,98.25,40
0,761.7,21.6,61.0,3.2,16.619375,41.13673611125,13.71884809,98.25,40
0,761.7666667,20.9999999988,56.33333333,3.23,16.609444445,41.181944445,6.412192772,98.33333333499999,40
0,761.8333333,20.400000001200002,51.66666667,3.27,16.604444445,41.20791666625,21.46909566,98.41666666500001,40
0,761.9,19.8,47.0,3.3,16.606250000000003,41.24673611125,34.79724819,98.5,30
0,761.9666667,19.1999999988,42.33333333,3.33,16.5870833325,41.26847222125,16.75303592,98.58333333499999,20
0,762.0333333,18.6000000012,37.66666667,3.37,16.560069445,41.271875,35.06232167,98.69666666500001,30
0,762.1,18.0,33.0,3.4,16.54611111,41.30826388875,42.02674574,98.795,30
0,762.1666667,18.0,28.83333333,3.52,16.5465972225,41.32770833375,44.13160033,98.931666665,40
0,762.2333333,18.0,24.66666667,3.63,16.54229166625,41.3801388875,38.3294675,99.12833333500001,40
0,762.3,18.0,20.5,3.75,16.5225,41.40618055625,16.10138138,99.295,40
0,762.3666667,18.0,16.33333333,3.87,16.517916666250002,41.45451388875,2.105850389,99.495,40
0,762.4333333,18.0,12.16666667,3.98,16.5209722225,41.48791666625,44.63549611,99.62833333500001,40
0,762.5,18.0,8.0,4.1,16.509999999999998,41.497499999999995,31.90525726,99.795,50
0,762.5833333,18.0,8.0,4.17,16.505555556250002,41.542500000000004,27.72465581,99.828333335,40
0,762.6666667,18.0,8.0,4.23,16.495625,41.571458333749995,38.3164974,99.845,20
0,762.75,18.0,8.0,4.3,16.4884027775,41.60538194375,4.843064724,99.845,20
0,762.8333333,18.0,8.0,4.37,16.4778472225,41.61201388875,37.40082438,99.863333335,20
0,762.9166667,18.0,8.0,4.43,16.45451388875,41.662152777500005,43.76089938,99.85875,40
0,763.0,18.0,8.0,4.5,16.46361111125,41.702152777500004,0.383429776,99.845,40
0,763.1,17.3999999988,7.333333333,4.52,16.445486111250002,41.74798611125,46.74584927,99.863333335,50
0,763.2,16.8000000012,6.666666667,4.53,16.445833333750002,41.7689583325,20.3482829,99.9,40
0,763.3,16.2,6.0,4.55,16.431631945,41.827013888749995,39.43816948,99.91666666500001,50
0,763.4,15.5999999988,5.333333333,4.57,16.4189583325,41.88125000125,48.80638123,99.95,40
0,763.5,15.000000001200002,4.666666667,4.58,16.40798611125,41.930208332499994,16.67012729,99.95,40
0,763.6,14.4,4.0,4.6,16.401875,41.94611111125,39.36074105,99.95,20
0,763.6833333,13.7999999988,3.666666667,4.65,16.398750000000003,41.984722222500004,4.468045803,99.95,20
0,763.7666667,13.2000000012,3.333333333,4.7,16.383125,42.02937499875,2.184995101,99.95,20
0,763.85,12.6,3.0,4.75,16.37125,42.0721875,25.74668691,99.95,30
0,763.9333333,11.9999999988,2.666666667,4.8,16.373749999999998,42.12062499875,2.404466376,99.95,50
0,764.0166667,11.4000000012,2.333333333,4.85,16.36875,42.1652777775,4.45980638,99.95,50
0,764.1,10.8,2.0,4.9,16.369374999999998,42.23069444375,34.41627608,99.95,40
0,764.2666667,10.8,2.0,4.93,16.353472222500002,42.27513888875,1.741926686,99.95,40
0,764.4333333,10.8,2.0,4.97,16.35104166625,42.3084027775,21.54554622,99.95,40
0,764.6,10.8,2.0,5.0,16.34548611125,42.34354166625,37.96470256,99.95,40
0,764.7666667,10.8,2.0,5.03,16.348680555,42.37513888875,41.58984773,99.95,30
0,764.9333333,10.8,2.0,5.07,16.335138888750002,42.408055556250005,19.12312584,99.95,20
0,765.1,10.8,2.0,5.1,16.319722222499998,42.43520833375,30.77774094,99.95,30
0,765.2333333,10.8,2.166666667,5.07,16.309375,42.451875,17.24933252,99.866666665,30
0,765.3666667,10.8,2.333333333,5.03,16.3025,42.49333333375,26.6139387,99.78333333500001,40
0,765.5,10.8,2.5,5.0,16.295,42.532500000000006,13.00045535,99.7,40
0,765.6333333,10.8,2.666666667,4.97,16.305937500000002,42.58385416625,28.64303112,99.616666665,50
0,765.7666667,10.8,2.833333333,4.93,16.290416667499997,42.620694445000005,45.29233392,99.53333333500001,40
0,765.9,10.8,3.0,4.9,16.294999999999998,42.675694445000005,28.30109393,99.45,40
0,765.9666667,11.4000000012,4.333333333,4.93,16.288125,42.70604166625,2.824340889,99.53333333500001,30
0,766.0333333,11.9999999988,5.666666667,4.97,16.27395833375,42.71388889,5.10568727,99.616666665,50
0,766.1,12.6,7.0,5.0,16.26736111125,42.774791666249996,16.4170928,99.7,20
0,766.1666667,13.2000000012,8.333333333,5.03,16.254305555,42.784444445,49.53002536,99.78333333500001,20
0,766.2333333,13.7999999988,9.666666667,5.07,16.261944445,42.82576389,35.71826697,99.866666665,20
0,766.3,14.4,11.0,5.1,16.24833333375,42.86416666625,3.948709194,99.95,40
0,766.35,14.4,10.66666667,5.23,16.25138888875,42.881319443749994,30.71082247,99.95,40
0,766.4,14.4,10.33333333,5.37,16.24326388875,42.92305555624999,24.66168364,99.95,50
0,766.45,14.4,10.0,5.5,16.231805555,42.96625,13.45488274,99.95,40
0,766.5,14.4,9.666666667,5.63,16.23111111125,43.037569444999995,14.65554314,99.95,40
0,766.55,14.4,9.333333333,5.77,16.2221527775,43.072430556250005,23.76391501,99.95,50
0,766.6,14.4,9.0,5.9,16.22020833375,43.14881944375001,48.20392731,99.95,50
0,766.7333333,14.4,14.0,5.87,16.2075,43.19486111,21.1816051,99.866666665,10
0,766.8666667,14.4,19.0,5.83,16.214444445,43.209513888749996,42.20485479,99.78333333500001,20
0,767.0,14.4,24.0,5.8,16.188194445,43.25569444375,47.69136757,99.7,20
0,767.1333333,14.4,29.0,5.77,16.1721527775,43.284305554999996,14.32367624,99.616666665,40
0,767.2666667,14.4,34.0,5.73,16.154999999999998,43.336319445,27.04246989,99.53333333500001,40
0,767.4,14.4,39.0,5.7,16.154999999999998,43.38041666625,29.0689159,99.45,40
0,767.4666667,13.7999999988,39.66666667,5.67,16.154999999999998,43.40020833375,12.81434472,99.45,50
0,767.5333333,13.2000000012,40.33333333,5.63,16.147499999999997,43.44208333375,43.90419842,99.45,50
0,767.6,12.6,41.0,5.6,16.16333333375,43.47958333375001,44.11511938,99.45,40
0,767.6666667,11.9999999988,41.66666667,5.57,16.1675,43.4915277775,49.36673424,99.45,40
0,767.7333333,11.4000000012,42.33333333,5.53,16.15791666625,43.53652777875,5.081045057,99.45,20
0,767.8,10.8,43.0,5.5,16.159305555,43.54791666749999,30.93875011,99.45,20
10,767.9,11.4000000012,38.33333333,5.52,16.146944445,43.551041667499995,35.23668849,99.53333333500001,40
20,768.0,11.9999999988,33.66666667,5.53,16.149583333749998,43.56666666624999,7.429421542,99.616666665,120
10,768.1,12.6,29.0,5.55,16.13819444375,43.598819443749996,44.54052958,99.7,160
20,768.3,13.7999999988,19.66666667,5.58,16.11513888875,43.62305555625,6.093323475,99.866666665,130
20,768.5166667,13.7999999988,19.0,5.65,16.105625,43.6396527775,31.35551327,99.866666665,140
20,768.6333333,13.2000000012,23.0,5.7,16.104375,43.66,0.959971501,99.78333333500001,130
10,768.8666667,11.9999999988,31.0,5.8,16.1079166675,43.6988925425,49.94387376,99.616666665,130
10,768.9833333,11.4000000012,35.0,5.85,16.1009722225,43.72715277750001,43.40477581,99.53333333500001,120
10,769.1,10.8,39.0,5.9,16.0885416675,43.750833333749995,19.84555374,99.45,120
10,769.2333333,11.4000000012,38.0,5.97,16.081875,43.7775,46.81208913,99.53333333500001,120
10,769.5,12.6,36.0,6.1,16.072499999999998,43.81208333375,48.62237808,99.7,120
10,769.6333333,13.2000000012,35.0,6.17,16.0515972225,43.81166666749999,28.12992269,99.78333333500001,110
10,769.7666667,13.7999999988,34.0,6.23,16.05541666625,43.851944444999994,28.96645189,99.866666665,120
10,769.9,14.4,33.0,6.3,16.0502777775,43.863055554999995,41.23451768,99.95,130
10,769.9333333,15.000000001200002,34.0,6.33,16.049305555,43.88548611125,9.922223876,99.78333333500001,130
10,769.9666667,15.5999999988,35.0,6.37,16.049305555,43.92513888875,30.94948175,99.616666665,170
10,770.0,16.2,36.0,6.4,16.037152777499998,43.95263889,11.22823075,99.45,110
10,770.0333333,16.8000000012,37.0,6.43,16.0264583325,43.98145833375,1.261186507,99.28333333500001,140
10,770.0666667,17.3999999988,38.0,6.47,16.0325,44.011874999999996,37.82525624,99.116666665,110
10,770.1,18.0,39.0,6.5,16.0325,44.04416666625,31.90784723,98.95,120
10,770.1333333,16.8000000012,41.0,6.53,16.031805555,44.07597222125,2.893445652,98.866666665,110
10,770.1666667,15.5999999988,43.0,6.57,16.026249999999997,44.10659722125,33.68989066,98.78333333500001,110
10,770.2666667,11.9999999988,49.0,6.67,16.01270833375,44.22121527625,6.203093531,98.53333333500001,100
10,770.3,10.8,51.0,6.7,16.0297222225,44.32423611125001,7.558589336,98.45,120
10,770.2666667,11.9999999988,53.16666667,6.68,16.02298611125,44.45243055625,8.871531265,98.28333333500001,120
10,770.2333333,13.2000000012,55.33333333,6.67,16.0234722225,44.52854166625,0.443473388,98.116666665,140
10,770.1666667,15.5999999988,59.66666667,6.63,16.04270833375,44.70673611125,18.63754425,97.78333333500001,150
10,770.1333333,16.8000000012,61.83333333,6.62,16.05708333375,44.763263888750004,13.88600245,97.616666665,150
10,770.1,18.0,64.0,6.6,16.06875,44.83305555625,8.625425037,97.45,150
10,770.1333333,17.3999999988,63.66666667,6.62,16.083680555,44.86868055500001,10.18555707,97.45,150
10,770.1666667,16.8000000012,63.33333333,6.63,16.0991666675,44.9545833325,11.09354409,97.45,140
10,770.2,16.2,63.0,6.65,16.09152777875,44.97763888874999,12.67157523,97.45,130
10,770.3,14.4,62.0,6.7,16.1125,45.076875,17.26567292,97.45,170
20,770.3666667,14.4,60.16666667,6.63,16.1127083325,45.09326389,4.255460459,97.7,130
0,770.4333333,14.4,58.33333333,6.57,16.12125,45.135625000000005,18.89089026,97.95,80
10,770.5,14.4,56.5,6.5,16.132638888749998,45.1939583325,27.16717598,98.2,80
0,770.5666667,14.4,54.66666667,6.43,16.146875,45.33840277750001,39.3505463,98.45,70
10,770.6333333,14.4,52.83333333,6.37,16.15958333375,45.475,16.01567639,98.7,80
0,770.7,14.4,51.0,6.3,16.1554166675,45.541979166249995,41.90192592,98.95,60
10,770.6833333,14.4,50.0,6.28,16.17645833375,45.5565972225,49.92352426,98.95,40
0,770.6666667,14.4,49.0,6.27,16.1690277775,45.57874999999999,10.67214962,98.95,50
0,770.65,14.4,48.0,6.25,16.1597916675,45.57677083374999,21.86482457,98.95,70
10,770.6333333,14.4,47.0,6.23,16.164583333750002,45.60513888749999,18.93649981,98.95,80
10,770.6166667,14.4,46.0,6.22,16.16263888875,45.59152777625,48.27883543,98.95,120
10,770.6,14.4,45.0,6.2,16.15291666625,45.54194444625,32.05582511,98.95,120
10,770.5166667,8.3999999988,53.33333333,4.87,16.127291666250002,45.57583333375,34.84413942,98.53333333500001,60
10,770.5,7.2,55.0,4.6,16.13888888875,45.74236111125,2.233575471,98.45,70
0,770.5333333,7.8000000012,56.16666667,4.78,16.173680556249998,45.8927777775,37.84271585,98.366666665,90
10,770.5666667,8.3999999988,57.33333333,4.97,16.18138888875,45.98951388875,29.58368624,98.28333333500001,110
0,770.6,9.0,58.5,5.15,16.184305556250003,46.0530902775,25.50702315,98.2,90
10,770.6333333,9.6000000012,59.66666667,5.33,16.22715277875,46.179930555000006,22.63008832,98.116666665,100
0,770.6666667,10.199999998800001,60.83333333,5.52,16.275625,46.236041666249996,1.274098305,98.03333333500001,90
10,770.7,10.8,62.0,5.7,16.32479166625,46.25958333249999,48.09218047,97.95,90
10,770.6666667,11.4000000012,55.0,5.5,16.38968749875,46.253958332500005,49.38137198,97.53333333500001,90
20,770.6333333,11.9999999988,48.0,5.3,16.4375,46.267569443750006,31.71797791,97.116666665,70
0,770.6,12.6,41.0,5.1,16.47527777625,46.315,21.27706734,96.7,70
10,770.5666667,13.2000000012,34.0,4.9,16.5265972225,46.31256944375,13.33129526,96.28333333500001,80
0,770.5333333,13.7999999988,27.0,4.7,16.591180556250002,46.276041667499996,4.0284744,95.866666665,100
0,770.5,14.4,20.0,4.5,16.65006944375,46.25548611125,16.50707817,95.45,100
0,770.4666667,15.000000001200002,20.5,4.47,16.70520833375,46.20666666625,44.70250515,95.366666665,90
0,770.4333333,15.5999999988,21.0,4.43,16.7626388875,46.1596527775,15.33375992,95.28333333500001,110
0,770.4,16.2,21.5,4.4,16.81618055375,46.072152778749995,20.12119206,95.2,110
0,770.3666667,16.8000000012,22.0,4.37,16.859722222499997,45.99451388874999,28.68956988,95.116666665,110
0,770.3333333,17.3999999988,22.5,4.33,16.912430555,45.909236111249996,29.84941922,95.03333333500001,110
0,770.3,18.0,23.0,4.3,16.959652777500004,45.83284722375,28.50085688,94.95,100
0,770.2666667,18.0,22.66666667,4.28,16.999166666249998,45.73284722,10.9035644,95.03333333500001,80
0,770.2333333,18.0,22.33333333,4.27,17.0265972225,45.653194445,41.00633722,95.116666665,90
0,770.2,18.0,22.0,4.25,17.06388889,45.588055555,1.832789043,95.2,100
0,770.1666667,18.0,21.66666667,4.23,17.10329861125,45.52079861125,31.27914075,95.28333333500001,110
0,770.1333333,18.0,21.33333333,4.22,17.10965277875,45.42138888875,21.67394691,95.366666665,100
0,770.1,18.0,21.0,4.2,17.161250000000003,45.3827083325,17.84630693,95.45,100
10,770.0666667,17.3999999988,21.16666667,4.18,17.161944445000003,45.28798611124999,38.683382,95.45,90
0,770.0333333,16.8000000012,21.33333333,4.17,17.17333333375,45.228397295,8.672602393,95.45,70
0,770.0,16.2,21.5,4.15,17.18645833375,45.209319445,24.66044866,95.45,70
0,769.9666667,15.5999999988,21.66666667,4.13,17.20125,45.223333333750006,36.85944543,95.45,60
0,769.9333333,15.000000001200002,21.83333333,4.12,17.218194445,45.228541666249996,25.55005114,95.45,50
0,769.9,14.4,22.0,4.1,17.20416666625,45.257708333749996,23.7543458,95.45,50
0,769.85,15.000000001200002,22.16666667,4.07,17.189652777499997,45.27194444375,29.39499703,95.53333333500001,60
0,769.8,15.5999999988,22.33333333,4.03,17.19558333375,45.338444445,28.62686897,95.616666665,80
0,769.75,16.2,22.5,4.0,17.18711988375,45.338483187499996,32.74588704,95.7,70
0,769.7,16.8000000012,22.66666667,3.97,17.168819444999997,45.36611111125001,43.25627779,95.78333333500001,80
0,769.65,17.3999999988,22.83333333,3.93,17.17819444375,45.393055556250005,19.84231879,95.866666665,80
0,769.6,18.0,23.0,3.9,17.17215277875,45.4003472225,48.00580778,95.95,60
0,769.5833333,17.3999999988,23.16666667,3.93,17.15027777625,45.42854166749999,19.04386276,95.95,40
0,769.5666667,16.8000000012,23.33333333,3.97,17.140833332499998,45.4452083325,8.504414,95.95,40
0,769.55,16.2,23.5,4.0,17.137500000000003,45.4926388875,11.58024393,95.95,20
0,769.5333333,15.5999999988,23.66666667,4.03,17.1198611125,45.520833333750005,47.49601047,95.95,20
0,769.5166667,15.000000001200002,23.83333333,4.07,17.1052777775,45.519375,4.175407882,95.95,30
0,769.5,14.4,24.0,4.1,17.07513888875,45.50562500000001,9.652200795,95.95,50
0,769.4333333,14.4,23.83333333,4.1,17.06611111125,45.532916667500004,3.734764759,95.95,40
0,769.3666667,14.4,23.66666667,4.1,17.0371527775,45.5371527775,30.2508004,95.95,50
0,769.3,14.4,23.5,4.1,17.03375,45.55447916625,10.79214482,95.95,40
0,769.2333333,14.4,23.33333333,4.1,16.999166666249998,45.51944444375,29.39936303,95.95,40
0,769.1666667,14.4,23.16666667,4.1,17.00687499875,45.544374999999995,11.44488016,95.95,40
0,769.1,14.4,23.0,4.1,16.98451388875,45.5314583325,19.54625896,95.95,50
0,769.0166667,14.4,23.0,4.12,16.9609722225,45.526805554999996,17.39529567,95.95,30
0,768.9333333,14.4,23.0,4.13,16.9627083325,45.52041666625,45.91897012,95.95,30
0,768.85,14.4,23.0,4.15,16.9470833325,45.5196527775,5.601956183,95.95,20
0,768.7666667,14.4,23.0,4.17,16.91166666625,45.529444444999996,12.74880718,95.95,20
0,768.6833333,14.4,23.0,4.18,16.91166666625,45.57111111125,9.331203497,95.95,40
0,768.6,14.4,23.0,4.2,16.8908333325,45.591458333750005,37.27717615,95.95,40
0,768.5333333,14.4,23.66666667,4.25,16.878125,45.62979166625001,46.64843911,95.866666665,50
0,768.4666667,14.4,24.33333333,4.3,16.86791666625,45.6672916675,24.73559469,95.78333333500001,40
0,768.4,14.4,25.0,4.35,16.8675,45.71027777875,32.24968406,95.7,50
0,768.3333333,14.4,25.66666667,4.4,16.849444445,45.75125000125,8.790129342,95.616666665,50
0,768.2666667,14.4,26.33333333,4.45,16.839444445,45.7640972225,30.14973231,95.53333333500001,40
